event,mouse_speed,x,y,time_of_day,timestamp,user_id,session_id
move,380.9294,1213,248,0.3851,1750045475.199,user1,s3
move,630.1552,1235,239,0.3851,1750045475.223,user1,s3
move,402.6091,1238,238,0.3851,1750045475.231,user1,s3
move,119.2072,1239,238,0.3851,1750045475.239,user1,s3
move,121.5423,1240,238,0.3851,1750045475.247,user1,s3
move,0.0,1240,238,0.3851,1750045475.255,user1,s3
move,368.1259,1243,238,0.3851,1750045475.263,user1,s3
move,0.0,1243,238,0.3851,1750045475.272,user1,s3
move,246.6947,1245,238,0.3851,1750045475.28,user1,s3
move,125.5103,1246,238,0.3851,1750045475.288,user1,s3
move,0.0,1246,238,0.3851,1750045475.296,user1,s3
move,133.3557,1247,238,0.3851,1750045475.303,user1,s3
move,138.8663,1249,237,0.3851,1750045475.319,user1,s3
move,249.9809,1249,235,0.3851,1750045475.327,user1,s3
move,267.8954,1251,235,0.3851,1750045475.335,user1,s3
move,447.0359,1253,232,0.3851,1750045475.343,user1,s3
move,524.5527,1256,229,0.3851,1750045475.351,user1,s3
move,276.9452,1257,227,0.3851,1750045475.359,user1,s3
move,359.8315,1259,225,0.3851,1750045475.367,user1,s3
move,370.6853,1259,222,0.3851,1750045475.375,user1,s3
move,724.4523,1262,217,0.3851,1750045475.383,user1,s3
move,539.179,1264,213,0.3851,1750045475.391,user1,s3
move,548.9844,1265,209,0.3851,1750045475.399,user1,s3
move,537.3563,1267,205,0.3851,1750045475.407,user1,s3
move,649.7991,1268,200,0.3851,1750045475.415,user1,s3
move,848.9297,1280,179,0.3851,1750045475.44,user1,s3
move,672.5129,1637,-3,0.3851,1750045475.599,user1,s3
move,259.1029,1639,-4,0.3851,1750045475.607,user1,s3
move,410.7767,1639,-1,0.3851,1750045475.615,user1,s3
move,0.0,1639,-1,0.3851,1750045475.623,user1,s3
move,32.8369,1642,0,0.3851,1750045475.72,user1,s3
move,978.8626,1754,0,0.3851,1750045475.783,user1,s3
move,742.0701,1760,0,0.3851,1750045475.791,user1,s3
move,244.7014,1762,0,0.3851,1750045475.799,user1,s3
move,123.5436,1763,0,0.3851,1750045475.807,user1,s3
move,12.1401,1765,1,0.3851,1750045475.991,user1,s3
move,834.8684,1771,3,0.3851,1750045475.999,user1,s3
move,402.3038,1783,7,0.3851,1750045476.015,user1,s3
move,124.8751,1784,7,0.3851,1750045476.023,user1,s3
move,177.1327,1785,8,0.3851,1750045476.031,user1,s3
move,119.1767,1786,8,0.3851,1750045476.039,user1,s3
click,,1786,8,0.3851,1750045476.208,user1,s3
move,0.0,1786,8,0.3851,1750045476.399,user1,s3
move,125.2667,1786,9,0.3851,1750045476.407,user1,s3
move,125.5742,1786,10,0.3851,1750045476.415,user1,s3
move,542.5162,1782,22,0.3851,1750045476.431,user1,s3
move,948.6478,796,559,0.3851,1750045476.687,user1,s3
move,911.8718,780,564,0.3851,1750045476.703,user1,s3
move,877.9155,694,567,0.3851,1750045476.767,user1,s3
move,874.5161,687,567,0.3851,1750045476.775,user1,s3
move,123.9671,686,567,0.3851,1750045476.783,user1,s3
move,262.3326,684,567,0.3851,1750045476.791,user1,s3
move,16.8722,683,567,0.3851,1750045476.85,user1,s3
move,504.6083,671,559,0.3851,1750045476.865,user1,s3
move,522.3585,669,557,0.3851,1750045476.871,user1,s3
move,174.4908,668,556,0.3851,1750045476.879,user1,s3
move,0.0,668,556,0.3851,1750045476.895,user1,s3
move,0.0,668,556,0.3851,1750045476.959,user1,s3
move,765.3301,1168,272,0.3852,1750045477.087,user1,s3
move,485.2561,1169,268,0.3852,1750045477.095,user1,s3
move,393.0582,1171,266,0.3852,1750045477.103,user1,s3
move,515.9792,1172,262,0.3852,1750045477.111,user1,s3
move,159.1831,1173,261,0.3852,1750045477.12,user1,s3
move,202.9508,1174,260,0.3852,1750045477.127,user1,s3
move,118.3428,1174,259,0.3852,1750045477.135,user1,s3
move,130.4361,1174,258,0.3852,1750045477.143,user1,s3
move,178.3309,1175,257,0.3852,1750045477.151,user1,s3
move,62.8944,1176,257,0.3852,1750045477.166,user1,s3
move,111.441,1176,256,0.3852,1750045477.175,user1,s3
move,130.2417,1176,255,0.3852,1750045477.183,user1,s3
move,117.715,1177,255,0.3852,1750045477.192,user1,s3
move,197.058,1178,254,0.3852,1750045477.199,user1,s3
move,0.0,1178,254,0.3852,1750045477.207,user1,s3
move,119.9161,1178,253,0.3852,1750045477.215,user1,s3
move,119.8852,1178,252,0.3852,1750045477.224,user1,s3
move,135.1388,1179,252,0.3852,1750045477.231,user1,s3
move,0.0,1179,252,0.3852,1750045477.279,user1,s3
move,127.8478,1179,253,0.3852,1750045477.287,user1,s3
move,115.6188,1179,254,0.3852,1750045477.295,user1,s3
move,0.0,1179,254,0.3852,1750045477.303,user1,s3
move,63.2082,1180,254,0.3852,1750045477.319,user1,s3
move,172.1712,1181,255,0.3852,1750045477.327,user1,s3
move,0.0,1181,255,0.3852,1750045477.343,user1,s3
move,728.013,1186,254,0.3852,1750045477.35,user1,s3
move,326.8122,1188,252,0.3852,1750045477.359,user1,s3
move,376.4329,1190,250,0.3852,1750045477.367,user1,s3
move,356.413,1191,247,0.3852,1750045477.375,user1,s3
move,458.2382,1193,244,0.3852,1750045477.383,user1,s3
move,481.7552,1195,241,0.3852,1750045477.391,user1,s3
move,333.2477,1197,239,0.3852,1750045477.399,user1,s3
move,137.7304,1198,239,0.3852,1750045477.407,user1,s3
move,243.49,1199,237,0.3852,1750045477.416,user1,s3
move,457.6696,1202,235,0.3852,1750045477.424,user1,s3
move,413.2978,1205,234,0.3852,1750045477.431,user1,s3
move,721.8606,1210,232,0.3852,1750045477.439,user1,s3
move,754.0403,1884,215,0.3852,1750045477.527,user1,s3
move,0.0,1884,215,0.3852,1750045477.535,user1,s3
move,122.2437,1885,215,0.3852,1750045477.543,user1,s3
move,63.9649,1885,214,0.3852,1750045477.559,user1,s3
move,62.6623,1885,213,0.3852,1750045477.575,user1,s3
move,0.0,1885,213,0.3852,1750045477.583,user1,s3
move,272.5984,1886,211,0.3852,1750045477.591,user1,s3
move,253.5548,1886,209,0.3852,1750045477.599,user1,s3
move,123.351,1887,209,0.3852,1750045477.607,user1,s3
move,0.0,1887,209,0.3852,1750045477.623,user1,s3
move,20.9839,1887,208,0.3852,1750045477.671,user1,s3
move,61.1263,1887,207,0.3852,1750045477.688,user1,s3
move,0.0,1887,207,0.3852,1750045477.759,user1,s3
move,0.0,1887,207,0.3852,1750045477.799,user1,s3
move,913.0732,1843,228,0.3852,1750045477.839,user1,s3
move,560.9132,1839,230,0.3852,1750045477.847,user1,s3
move,360.0606,1836,231,0.3852,1750045477.856,user1,s3
move,259.2277,1834,231,0.3852,1750045477.863,user1,s3
move,0.0,1834,231,0.3852,1750045477.871,user1,s3
move,177.1062,1833,232,0.3852,1750045477.879,user1,s3
move,133.6021,1832,232,0.3852,1750045477.887,user1,s3
move,122.2437,1831,232,0.3852,1750045477.895,user1,s3
move,41.5257,1830,232,0.3852,1750045477.919,user1,s3
move,626.2398,1825,232,0.3852,1750045477.927,user1,s3
move,486.79,1821,232,0.3852,1750045477.935,user1,s3
move,487.1575,1817,232,0.3852,1750045477.944,user1,s3
move,752.7691,1811,232,0.3852,1750045477.952,user1,s3
move,500.8722,1807,232,0.3852,1750045477.96,user1,s3
move,753.987,1801,232,0.3852,1750045477.968,user1,s3
move,626.6141,1796,232,0.3852,1750045477.975,user1,s3
move,261.5229,1794,232,0.3852,1750045477.983,user1,s3
move,0.0,1794,232,0.3852,1750045477.991,user1,s3
move,270.2515,1792,232,0.3852,1750045477.999,user1,s3
move,125.2368,1791,232,0.3852,1750045478.007,user1,s3
move,0.0,1791,232,0.3852,1750045478.015,user1,s3
move,43.6632,1783,233,0.3852,1750045478.199,user1,s3
move,747.5261,1743,234,0.3852,1750045478.238,user1,s3
move,167.277,1717,235,0.3852,1750045478.245,user1,s3
move,182.4324,1715,235,0.3852,1750045478.256,user1,s3
move,0.0,1714,235,0.3852,1750045478.256,user1,s3
move,6.2773,1714,236,0.3852,1750045478.415,user1,s3
move,0.0,1714,236,0.3852,1750045478.504,user1,s3
move,675.8533,1719,234,0.3852,1750045478.511,user1,s3
move,669.2606,1746,232,0.3852,1750045478.54,user1,s3
move,626.1996,1823,223,0.3852,1750045478.575,user1,s3
move,306.9665,1824,221,0.3852,1750045478.583,user1,s3
move,118.2327,1825,221,0.3852,1750045478.591,user1,s3
move,42.1369,1826,221,0.3852,1750045478.615,user1,s3
click,,1826,221,0.3852,1750045478.888,user1,s3
move,0.0,1826,221,0.3852,1750045479.071,user1,s3
move,0.0,1826,221,0.3852,1750045479.085,user1,s3
move,32.1376,1826,224,0.3852,1750045479.119,user1,s3
move,0.0,1826,224,0.3852,1750045479.127,user1,s3
move,125.3303,1826,225,0.3852,1750045479.135,user1,s3
move,509.5783,1825,229,0.3852,1750045479.143,user1,s3
move,112.3364,1825,230,0.3852,1750045479.152,user1,s3
move,283.8518,1824,232,0.3852,1750045479.16,user1,s3
move,150.0592,1824,233,0.3852,1750045479.167,user1,s3
move,561.2153,1822,237,0.3852,1750045479.175,user1,s3
move,491.6574,1821,241,0.3852,1750045479.183,user1,s3
move,626.8576,1818,245,0.3852,1750045479.191,user1,s3
move,626.8394,1816,253,0.3852,1750045479.204,user1,s3
move,910.6683,1809,266,0.3852,1750045479.215,user1,s3
move,887.5508,1794,290,0.3852,1750045479.239,user1,s3
move,709.5477,1770,317,0.3852,1750045479.271,user1,s3
move,979.8272,1765,323,0.3852,1750045479.279,user1,s3
move,949.1021,1758,327,0.3852,1750045479.287,user1,s3
move,737.3308,1754,331,0.3852,1750045479.295,user1,s3
move,761.3955,1751,336,0.3852,1750045479.303,user1,s3
move,617.8088,1748,340,0.3852,1750045479.311,user1,s3
move,603.3407,1745,344,0.3852,1750045479.319,user1,s3
move,885.0199,1741,350,0.3852,1750045479.327,user1,s3
move,944.2282,1558,459,0.3852,1750045479.447,user1,s3
move,854.426,1529,469,0.3852,1750045479.471,user1,s3
move,662.283,1516,475,0.3852,1750045479.488,user1,s3
move,770.4972,1503,481,0.3852,1750045479.504,user1,s3
move,995.8826,1423,551,0.3852,1750045479.591,user1,s3
move,718.7887,1415,564,0.3852,1750045479.607,user1,s3
move,899.5228,1411,570,0.3852,1750045479.615,user1,s3
move,848.4484,1408,576,0.3852,1750045479.623,user1,s3
move,923.2043,1405,583,0.3852,1750045479.631,user1,s3
move,771.4957,1403,589,0.3852,1750045479.639,user1,s3
move,562.3257,1401,593,0.3852,1750045479.647,user1,s3
move,955.2579,1398,600,0.3852,1750045479.655,user1,s3
move,517.0127,1397,604,0.3852,1750045479.663,user1,s3
move,509.3982,1396,608,0.3852,1750045479.671,user1,s3
move,740.934,1395,623,0.3852,1750045479.688,user1,s3
move,981.3062,1391,649,0.3852,1750045479.712,user1,s3
move,621.2863,1391,661,0.3852,1750045479.727,user1,s3
move,866.3884,1390,668,0.3852,1750045479.735,user1,s3
move,933.6088,1390,683,0.3852,1750045479.75,user1,s3
move,921.7997,1390,700,0.3852,1750045479.767,user1,s3
move,877.1025,1390,742,0.3852,1750045479.807,user1,s3
move,837.5924,1390,749,0.3852,1750045479.815,user1,s3
move,878.2044,1390,756,0.3852,1750045479.823,user1,s3
move,361.2146,1390,759,0.3852,1750045479.831,user1,s3
move,494.6697,1390,763,0.3852,1750045479.839,user1,s3
move,405.3381,1390,766,0.3852,1750045479.847,user1,s3
move,239.743,1390,768,0.3852,1750045479.855,user1,s3
move,373.2583,1390,771,0.3852,1750045479.863,user1,s3
move,493.956,1390,775,0.3852,1750045479.871,user1,s3
move,385.9274,1391,778,0.3852,1750045479.88,user1,s3
move,719.3447,1392,783,0.3852,1750045479.887,user1,s3
move,622.0359,1393,788,0.3852,1750045479.895,user1,s3
move,713.0308,1394,794,0.3852,1750045479.903,user1,s3
move,638.6991,1395,799,0.3852,1750045479.911,user1,s3
move,836.9399,1398,805,0.3852,1750045479.919,user1,s3
move,619.4236,1399,810,0.3852,1750045479.928,user1,s3
move,611.3718,1401,814,0.3852,1750045479.935,user1,s3
move,516.8582,1402,818,0.3852,1750045479.943,user1,s3
move,518.128,1403,822,0.3852,1750045479.951,user1,s3
move,395.9152,1404,825,0.3852,1750045479.959,user1,s3
move,518.0659,1405,829,0.3852,1750045479.967,user1,s3
move,159.3885,1406,830,0.3852,1750045479.976,user1,s3
move,423.2253,1406,833,0.3852,1750045479.983,user1,s3
move,232.3264,1406,835,0.3852,1750045479.991,user1,s3
move,287.9655,1407,837,0.3852,1750045479.999,user1,s3
move,280.0964,1408,839,0.3852,1750045480.007,user1,s3
move,239.2234,1408,841,0.3852,1750045480.015,user1,s3
move,0.0,1408,841,0.3852,1750045480.023,user1,s3
move,15.6493,1408,842,0.3852,1750045480.087,user1,s3
move,123.8025,1408,843,0.3852,1750045480.095,user1,s3
move,133.534,1408,844,0.3852,1750045480.103,user1,s3
move,130.6108,1408,845,0.3852,1750045480.111,user1,s3
move,250.7505,1408,847,0.3852,1750045480.119,user1,s3
move,0.0,1408,847,0.3852,1750045480.127,user1,s3
move,125.4578,1408,848,0.3852,1750045480.135,user1,s3
move,124.3789,1408,849,0.3852,1750045480.143,user1,s3
move,0.0,1408,849,0.3852,1750045480.151,user1,s3
move,17.7777,1408,850,0.3852,1750045480.207,user1,s3
move,13.8297,1408,851,0.3852,1750045480.279,user1,s3
click,,1408,851,0.3852,1750045480.295,user1,s3
move,0.0,1408,851,0.3852,1750045480.303,user1,s3
move,0.0,1408,851,0.3852,1750045480.633,user1,s3
move,46.1572,1407,851,0.3852,1750045480.655,user1,s3
move,125.424,1406,851,0.3852,1750045480.663,user1,s3
move,125.4278,1405,851,0.3852,1750045480.671,user1,s3
move,259.0196,1403,851,0.3852,1750045480.678,user1,s3
move,280.222,1401,852,0.3852,1750045480.686,user1,s3
move,471.84,1397,852,0.3852,1750045480.695,user1,s3
move,461.4957,1393,852,0.3852,1750045480.704,user1,s3
move,518.7279,1389,852,0.3852,1750045480.711,user1,s3
move,644.8212,1384,852,0.3852,1750045480.719,user1,s3
move,523.5354,1380,852,0.3852,1750045480.727,user1,s3
move,943.4147,1372,852,0.3852,1750045480.735,user1,s3
move,433.577,1369,851,0.3852,1750045480.742,user1,s3
move,238.0287,1367,851,0.3852,1750045480.751,user1,s3
move,166.5957,1366,850,0.3852,1750045480.759,user1,s3
move,132.6346,1365,850,0.3852,1750045480.767,user1,s3
move,0.0,1365,850,0.3852,1750045480.775,user1,s3
move,229.1218,1363,850,0.3852,1750045480.784,user1,s3
move,143.2041,1362,850,0.3852,1750045480.791,user1,s3
move,0.0,1362,850,0.3852,1750045480.799,user1,s3
move,134.8434,1361,850,0.3852,1750045480.807,user1,s3
move,236.0129,1359,850,0.3852,1750045480.815,user1,s3
move,167.2062,1358,851,0.3852,1750045480.824,user1,s3
move,319.1353,1356,852,0.3852,1750045480.831,user1,s3
move,432.5119,1353,854,0.3852,1750045480.839,user1,s3
move,624.9175,1348,856,0.3852,1750045480.847,user1,s3
move,747.7996,1343,859,0.3852,1750045480.855,user1,s3
move,576.5683,1332,865,0.3852,1750045480.871,user1,s3
move,539.241,1328,867,0.3852,1750045480.88,user1,s3
move,606.1768,1325,870,0.3852,1750045480.887,user1,s3
move,413.3262,1323,873,0.3852,1750045480.895,user1,s3
move,474.4401,1320,875,0.3852,1750045480.903,user1,s3
move,674.395,1316,879,0.3852,1750045480.911,user1,s3
move,533.2931,1313,882,0.3852,1750045480.919,user1,s3
move,621.9681,1309,885,0.3852,1750045480.927,user1,s3
move,542.4124,1306,888,0.3852,1750045480.935,user1,s3
move,915.5646,1206,917,0.3852,1750045480.999,user1,s3
move,644.0572,1194,924,0.3852,1750045481.015,user1,s3
move,968.6151,1188,929,0.3852,1750045481.023,user1,s3
move,627.4765,1184,932,0.3852,1750045481.031,user1,s3
move,562.899,1181,935,0.3852,1750045481.039,user1,s3
move,591.2634,1177,938,0.3852,1750045481.047,user1,s3
move,280.2638,1176,940,0.3852,1750045481.055,user1,s3
move,202.8258,1175,941,0.3852,1750045481.062,user1,s3
move,169.2965,1174,942,0.3852,1750045481.071,user1,s3
move,111.4736,1174,943,0.3852,1750045481.08,user1,s3
move,136.0947,1174,944,0.3852,1750045481.087,user1,s3
move,0.0,1174,944,0.3852,1750045481.103,user1,s3
move,126.7544,1174,945,0.3852,1750045481.111,user1,s3
move,0.0,1174,945,0.3852,1750045481.119,user1,s3
move,175.1969,1175,946,0.3852,1750045481.127,user1,s3
move,171.4992,1176,947,0.3852,1750045481.135,user1,s3
move,552.8778,1179,950,0.3852,1750045481.143,user1,s3
move,969.6111,1186,953,0.3852,1750045481.151,user1,s3
move,965.5602,1216,973,0.3852,1750045481.183,user1,s3
move,754.888,1221,977,0.3852,1750045481.192,user1,s3
move,709.7152,1298,1038,0.3852,1750045481.263,user1,s3
move,350.0836,1300,1040,0.3852,1750045481.271,user1,s3
move,0.0,1300,1040,0.3852,1750045481.279,user1,s3
move,61.3319,1300,1041,0.3852,1750045481.296,user1,s3
move,137.9478,1301,1041,0.3852,1750045481.303,user1,s3
move,0.0,1301,1041,0.3852,1750045481.311,user1,s3
move,124.1286,1302,1041,0.3852,1750045481.319,user1,s3
move,126.7353,1302,1042,0.3852,1750045481.327,user1,s3
move,42.2447,1302,1043,0.3852,1750045481.351,user1,s3
move,59.034,1302,1044,0.3852,1750045481.367,user1,s3
move,0.0,1302,1044,0.3852,1750045481.375,user1,s3
move,278.3584,1302,1046,0.3852,1750045481.383,user1,s3
move,353.7706,1302,1049,0.3852,1750045481.391,user1,s3
move,0.0,1302,1049,0.3852,1750045481.398,user1,s3
move,364.995,1301,1052,0.3852,1750045481.407,user1,s3
move,271.2503,1299,1053,0.3852,1750045481.415,user1,s3
move,467.1706,1297,1056,0.3852,1750045481.423,user1,s3
move,273.2656,1296,1058,0.3852,1750045481.431,user1,s3
move,118.5904,1296,1059,0.3852,1750045481.44,user1,s3
move,174.9282,1295,1060,0.3852,1750045481.448,user1,s3
move,315.4748,1294,1062,0.3852,1750045481.455,user1,s3
move,112.7956,1293,1062,0.3852,1750045481.464,user1,s3
move,125.6457,1293,1063,0.3852,1750045481.472,user1,s3
move,0.0,1293,1063,0.3852,1750045481.479,user1,s3
move,123.5254,1292,1063,0.3852,1750045481.487,user1,s3
move,24.9311,1292,1064,0.3852,1750045481.527,user1,s3
move,61.5506,1291,1064,0.3852,1750045481.543,user1,s3
move,182.484,1290,1065,0.3852,1750045481.551,user1,s3
move,912.0369,1283,1067,0.3852,1750045481.559,user1,s3
move,169.0536,1281,1067,0.3852,1750045481.571,user1,s3
move,0.0,1281,1067,0.3852,1750045481.575,user1,s3
move,252.3611,1279,1068,0.3852,1750045481.584,user1,s3
move,307.9543,1277,1069,0.3852,1750045481.591,user1,s3
move,0.0,1277,1069,0.3852,1750045481.599,user1,s3
move,61.9415,1276,1069,0.3852,1750045481.615,user1,s3
move,43.3946,1275,1069,0.3852,1750045481.639,user1,s3
move,0.0,1275,1069,0.3852,1750045481.655,user1,s3
move,62.5763,1274,1069,0.3852,1750045481.671,user1,s3
move,63.0495,1274,1070,0.3852,1750045481.687,user1,s3
move,123.6164,1273,1070,0.3852,1750045481.695,user1,s3
move,137.4235,1273,1071,0.3852,1750045481.703,user1,s3
move,251.212,1271,1072,0.3852,1750045481.711,user1,s3
move,125.721,1270,1072,0.3852,1750045481.719,user1,s3
click,,1270,1072,0.3852,1750045481.719,user1,s3
move,0.0,1270,1072,0.3852,1750045481.736,user1,s3
move,43.6602,1270,1073,0.3852,1750045481.759,user1,s3
move,125.2854,1269,1073,0.3852,1750045481.767,user1,s3
move,7.3324,1269,1074,0.3852,1750045481.903,user1,s3
move,0.0,1269,1074,0.3852,1750045481.919,user1,s3
move,313.3666,1268,1072,0.3852,1750045481.927,user1,s3
move,560.5947,1266,1068,0.3852,1750045481.935,user1,s3
move,420.4158,1264,1065,0.3852,1750045481.943,user1,s3
move,57.8998,1261,1062,0.3852,1750045482.016,user1,s3
move,979.9737,838,684,0.3852,1750045482.223,user1,s3
move,731.3851,835,679,0.3852,1750045482.231,user1,s3
move,549.8153,833,675,0.3852,1750045482.239,user1,s3
move,454.9435,830,673,0.3852,1750045482.247,user1,s3
move,176.6842,829,672,0.3852,1750045482.255,user1,s3
move,126.2698,829,671,0.3852,1750045482.263,user1,s3
move,123.7623,829,670,0.3852,1750045482.271,user1,s3
move,123.2242,828,670,0.3852,1750045482.279,user1,s3
move,0.0,828,670,0.3852,1750045482.327,user1,s3
move,411.8732,827,667,0.3852,1750045482.335,user1,s3
move,551.7236,825,663,0.3852,1750045482.343,user1,s3
move,375.2703,824,660,0.3852,1750045482.351,user1,s3
move,395.6553,823,657,0.3852,1750045482.359,user1,s3
move,499.6342,823,653,0.3852,1750045482.367,user1,s3
move,909.4834,821,646,0.3852,1750045482.375,user1,s3
move,819.3334,821,640,0.3852,1750045482.383,user1,s3
move,856.7797,821,633,0.3852,1750045482.391,user1,s3
move,947.0992,823,589,0.3852,1750045482.431,user1,s3
move,788.7734,827,573,0.3852,1750045482.448,user1,s3
move,831.6083,831,557,0.3852,1750045482.463,user1,s3
move,813.6028,832,551,0.3852,1750045482.471,user1,s3
move,623.4139,833,546,0.3852,1750045482.479,user1,s3
move,468.0133,834,542,0.3852,1750045482.488,user1,s3
move,284.6531,835,540,0.3852,1750045482.495,user1,s3
move,282.5946,836,538,0.3852,1750045482.503,user1,s3
move,268.3067,836,536,0.3852,1750045482.511,user1,s3
move,117.2445,836,535,0.3852,1750045482.519,user1,s3
move,127.0116,837,535,0.3852,1750045482.527,user1,s3
move,134.4587,837,534,0.3852,1750045482.535,user1,s3
move,122.365,837,533,0.3852,1750045482.543,user1,s3
move,0.0,837,533,0.3852,1750045482.55,user1,s3
move,41.4346,837,532,0.3852,1750045482.575,user1,s3
move,58.8567,838,531,0.3852,1750045482.599,user1,s3
move,94.1577,796,538,0.3852,1750045483.051,user1,s3
move,967.1313,613,510,0.3852,1750045483.112,user1,s3
move,886.0602,608,505,0.3852,1750045483.119,user1,s3
move,952.8074,599,492,0.3852,1750045483.135,user1,s3
move,792.2797,584,460,0.3852,1750045483.167,user1,s3
move,841.4956,554,397,0.3852,1750045483.231,user1,s3
move,530.2023,548,385,0.3852,1750045483.247,user1,s3
move,520.0153,545,382,0.3852,1750045483.256,user1,s3
move,390.6637,543,380,0.3852,1750045483.263,user1,s3
move,432.45,541,377,0.3852,1750045483.271,user1,s3
move,132.4922,541,376,0.3852,1750045483.279,user1,s3
move,0.0,541,376,0.3852,1750045483.287,user1,s3
move,41.1703,541,375,0.3852,1750045483.311,user1,s3
move,38.2446,520,363,0.3852,1750045483.943,user1,s3
move,796.1136,186,256,0.3852,1750045484.007,user1,s3
move,171.3703,185,255,0.3852,1750045484.015,user1,s3
move,117.1462,185,254,0.3852,1750045484.024,user1,s3
move,42.9094,184,254,0.3852,1750045484.047,user1,s3
move,4.0355,184,255,0.3852,1750045484.295,user1,s3
move,804.4431,187,276,0.3852,1750045484.312,user1,s3
move,621.7468,255,615,0.3852,1750045484.423,user1,s3
move,366.059,255,618,0.3852,1750045484.432,user1,s3
move,138.0068,255,619,0.3852,1750045484.439,user1,s3
move,20.4758,255,620,0.3852,1750045484.488,user1,s3
move,66.3225,256,620,0.3852,1750045484.503,user1,s3
move,0.0,256,620,0.3852,1750045484.519,user1,s3
move,62.7242,257,620,0.3852,1750045484.535,user1,s3
move,139.304,257,619,0.3852,1750045484.542,user1,s3
move,751.5969,258,613,0.3852,1750045484.551,user1,s3
move,489.8457,258,609,0.3852,1750045484.559,user1,s3
move,376.0359,258,606,0.3852,1750045484.567,user1,s3
move,368.4925,258,603,0.3852,1750045484.575,user1,s3
move,250.908,258,601,0.3852,1750045484.583,user1,s3
move,261.3047,257,599,0.3852,1750045484.591,user1,s3
move,117.3133,257,598,0.3852,1750045484.6,user1,s3
move,0.0,257,598,0.3852,1750045484.608,user1,s3
move,0.0,257,598,0.3852,1750045484.615,user1,s3
move,2.3592,257,597,0.3852,1750045485.039,user1,s3
move,384.9516,257,594,0.3852,1750045485.047,user1,s3
move,349.1768,259,592,0.3852,1750045485.055,user1,s3
move,562.1235,261,588,0.3852,1750045485.063,user1,s3
move,278.3259,262,586,0.3852,1750045485.071,user1,s3
move,631.159,265,582,0.3852,1750045485.079,user1,s3
move,532.0653,268,579,0.3852,1750045485.087,user1,s3
move,376.0868,275,569,0.3852,1750045485.103,user1,s3
move,687.6064,278,564,0.3852,1750045485.111,user1,s3
